,index,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,year,genres,num final genres
185,191,Star Trek: The Unsettling Stars,Alan Dean Foster,67664.0,32.63,8.41,3.64,1.91,1.73,2020.0,"['Fantasy', 'Science Fiction']",2
186,193,The Hardy Boys: The Melted Coins,Franklin W. Dixon,33711.0,46.57,7.22,2.89,1.09,1.79,1944.0,"['Mystery', 'Young Adult', 'Adventure', 'Classics']",4
187,194,Star Wars: The Empire Striketh Back,Ian Doescher,26243.0,29.85,7.21,3.61,0.52,3.09,2014.0,"['Fantasy', 'Science Fiction']",2
188,195,Relative Fortunes,Marlowe Benn,97107.0,48.05,7.42,2.97,1.15,1.82,2019.0,"['Thriller', 'Historical', 'Mystery', 'Crime', 'Historical Fiction']",5
189,196,Everything I Have Is Yours,Eleanor Henderson,129191.0,53.44,8.35,2.29,0.59,1.7,2021.0,"['Memoir', 'Biography']",2
190,197,Take Me Home Tonight,Morgan Matson,121944.0,37.5,9.21,3.36,1.23,2.13,2021.0,"['Contemporary', 'Young Adult', 'Romance', 'Adventure']",4
191,198,Under Occupation,Alan Furst,56543.0,54.94,6.98,2.93,0.61,2.33,2019.0,"['Historical Fiction', 'Thriller']",2
192,199,Thick as Thieves,Megan Whalen Turner,81228.0,46.07,8.24,2.9,1.0,1.91,2017.0,"['Fantasy', 'Young Adult', 'Adventure']",3
193,200,The Corrections,Jonathan Franzen,197522.0,55.09,7.44,3.05,1.23,1.82,2001.0,"['Contemporary', 'Literary Fiction']",2
194,201,Ash Wednesday,Ethan Hawke,75730.0,48.76,8.89,2.75,1.14,1.61,2002.0,['Contemporary'],1
195,202,Dirk Gently’s Holistic Detective Agency,Douglas Adams,54553.0,42.23,7.98,4.62,2.19,2.43,1987.0,"['Mystery', 'Fantasy', 'Science Fiction']",3
196,203,A House Full of Windsor,Kristin Contino,90476.0,39.77,8.25,3.27,1.13,2.14,2021.0,"['Contemporary', 'Romance']",2
197,204,Pumpkinflowers,Matti Friedman,54217.0,48.4,6.8,2.06,0.52,1.54,2016.0,"['History', 'Memoir', 'Biography']",3
198,205,The Liar’s House,Carla Kovach,90812.0,46.33,9.09,2.51,0.74,1.77,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
199,206,Burning the Sky,Mark Wolverton,72131.0,32.78,6.45,3.5,1.78,1.71,2018.0,['History'],1
200,207,Crusade,Taylor Anderson,142458.0,46.08,8.22,3.74,1.56,2.18,2008.0,"['Science Fiction', 'Fantasy', 'Historical Fiction']",3
201,208,Raven Lane,Amber Cowie,83272.0,50.47,7.86,2.84,1.08,1.77,2019.0,"['Thriller', 'Mystery', 'Contemporary']",3
202,209,Trinity Rising,Elspeth Cooper,155079.0,65.1,6.82,2.88,0.93,1.95,2012.0,"['Fantasy', 'Science Fiction', 'Young Adult']",3
203,210,On Savage Shores,Caroline Dodds Pennock,82727.0,36.09,5.58,3.05,1.43,1.62,2023.0,['History'],1
204,211,To Keep the Sun Alive,Rabeah Ghaffari,70079.0,64.06,5.83,2.34,0.75,1.59,2019.0,"['Historical Fiction', 'Historical', 'Literary Fiction', 'Adult']",4
205,212,Marion Lane and the Midnight Murder,T. A. Willberg,93199.0,45.9,7.96,3.39,1.29,2.1,2020.0,"['Thriller', 'Historical', 'Mystery', 'Historical Fiction', 'Fantasy']",5
206,214,The Summer Without Men,Siri Hustvedt,53683.0,48.38,7.13,2.83,1.09,1.74,2011.0,"['Contemporary', 'Literary Fiction']",2
207,215,Burn the Evidence,Keith Nixon,58978.0,58.1,8.34,2.92,1.04,1.88,2017.0,"['Crime', 'Mystery', 'Thriller']",3
208,216,Take Back Plenty,Colin Greenland,138773.0,63.25,7.49,2.98,1.34,1.64,1990.0,"['Fantasy', 'Science Fiction']",2
209,217,Waiting for Eden,Elliot Ackerman,29632.0,61.69,6.76,2.75,0.56,2.19,2018.0,"['Historical Fiction', 'Literary Fiction', 'Contemporary']",3
210,218,The Da Vinci Code,Dan Brown,138989.0,46.08,6.83,2.97,1.31,1.67,2003.0,"['Thriller', 'Mystery', 'Adventure', 'Suspense', 'Historical Fiction']",5
211,219,Funeral Girl,Emma K. Ohland,73261.0,35.09,9.22,3.08,1.13,1.95,2022.0,"['Young Adult', 'Horror', 'Fantasy', 'Paranormal', 'Contemporary']",5
212,220,The Emissary,Terrance Mulloy,51809.0,63.23,6.47,2.95,1.32,1.63,2018.0,['Science Fiction'],1
213,221,Death of a Fairy Tale,Emily Fluke,72846.0,60.24,5.52,2.17,0.61,1.56,,"['Mystery', 'Fantasy']",2
214,222,Her Final Prayer,Kathryn Casey,94691.0,40.41,8.0,2.33,0.6,1.72,2020.0,"['Mystery', 'Thriller', 'Crime']",3
215,223,Night Flight to Paris,David Gilman,124919.0,45.5,7.96,2.57,0.8,1.77,2018.0,"['Historical Fiction', 'Thriller', 'Historical']",3
216,224,N or M,Agatha Christie,55923.0,32.26,9.01,4.25,1.87,2.39,1941.0,"['Thriller', 'Mystery', 'Crime', 'Classics']",4
217,225,The Shadow Man,Mark Brownless,65268.0,54.46,8.23,3.45,1.16,2.29,2019.0,"['Thriller', 'Horror']",2
218,226,Midnight’s Children,Salman Rushdie,26327.0,55.72,6.92,2.52,0.63,1.89,1981.0,"['Classics', 'Historical Fiction', 'Fantasy']",3
219,227,A Baxter Family Christmas,Karen Kingsbury,40819.0,32.36,8.58,3.07,0.8,2.27,2016.0,['Romance'],1
220,228,Bite Me,Linsey Hall,52825.0,50.21,8.32,2.9,1.24,1.65,2021.0,"['Fantasy', 'Paranormal', 'Romance']",3
221,229,The Dawn Chorus,Samantha Shannon,27786.0,53.45,9.04,2.34,0.44,1.9,2020.0,"['Fantasy', 'Paranormal']",2
222,230,Nancy Drew: The Whispering Statue,Carolyn Keene,34042.0,39.16,8.43,2.9,1.1,1.8,1937.0,"['Thriller', 'Mystery', 'Classics', 'Young Adult']",4
223,231,The Judges List,John Grisham,95068.0,39.81,8.07,3.03,1.0,2.04,2021.0,"['Thriller', 'Mystery', 'Crime']",3
224,232,The Raven Song,Luanne G. Smith,83114.0,65.92,6.46,2.45,0.73,1.72,2022.0,"['Fantasy', 'Mystery', 'Paranormal', 'Romance']",4
225,233,The Iliad,Homer,152264.0,53.82,3.4,3.02,0.67,2.35,801.0,"['Classics', 'Fantasy', 'Historical Fiction']",3
226,234,Saint Maybe,Anne Tyler,107901.0,55.76,7.82,3.67,1.03,2.64,1991.0,"['Contemporary', 'Literary Fiction']",2
227,235,Cross Her Heart,Melinda Leigh,89327.0,49.85,8.43,1.93,0.56,1.37,2020.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
228,236,Picnic In the Ruins,Todd Robert Petersen,112299.0,57.25,7.2,2.15,0.52,1.63,2021.0,"['Mystery', 'Adult', 'Thriller']",3
229,237,We All Want Impossible Things,Catherine Newman,54241.0,71.01,8.08,3.87,1.65,2.21,2022.0,"['Contemporary', 'Literary Fiction', 'Adult']",3
230,238,The Apocalypse Watch,Robert Ludlum,230094.0,35.02,9.05,3.42,1.48,1.94,1995.0,"['Thriller', 'Mystery', 'Adventure', 'Suspense']",4
231,239,You’ll Grow Out of It,Jessi Klein,72577.0,46.22,8.51,3.74,1.52,2.23,2016.0,"['Memoir', 'Biography']",2
232,240,Truly Darkly Deeply,Victoria Selman,71606.0,43.78,9.47,2.83,0.83,2.0,2022.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
233,241,The Guilty Die Twice,Don Hartshorn,82716.0,42.4,7.77,2.87,1.26,1.61,2020.0,"['Thriller', 'Crime']",2
234,242,Commonwealth,Ann Patchett,103376.0,46.88,8.96,2.58,0.59,1.98,2016.0,"['Literary Fiction', 'Historical Fiction', 'Contemporary']",3
235,243,The Perfect Getaway,Kiersten Modglin,71089.0,38.1,9.64,3.14,1.02,2.12,2020.0,"['Thriller', 'Mystery', 'Contemporary', 'Suspense']",4
236,244,A Beer in the Loire,Tommy Barnes,69136.0,60.15,8.84,3.41,1.45,1.96,2018.0,['Memoir'],1
237,245,Rant,Chuck Palahniuk,77922.0,76.27,5.42,1.96,0.47,1.49,2007.0,"['Science Fiction', 'Horror', 'Contemporary']",3
238,246,Silence Is a Sense,Layla AlAmmar,74835.0,67.1,6.98,2.25,0.51,1.74,2021.0,"['Contemporary', 'Literary Fiction', 'Historical Fiction', 'Adult']",4
239,247,Gut Instinct,Brad Taylor,15920.0,39.55,8.05,2.3,0.72,1.58,2013.0,"['Thriller', 'Mystery', 'Adventure']",3
240,248,Moon Rising,Tui T. Sutherland,69151.0,56.32,9.34,3.54,1.39,2.15,2015.0,"['Fantasy', 'Young Adult', 'Adventure']",3
241,249,The Candle and the Flame,Nafiza Azad,114654.0,49.83,7.29,2.83,1.26,1.57,2019.0,"['Fantasy', 'Young Adult', 'Romance']",3
242,251,The Thorn Puller,Hiromi Ito,73461.0,47.21,8.67,3.31,1.08,2.24,2007.0,['Contemporary'],1
243,252,The Hardy Boys: The Tower Treasure,Franklin W. Dixon,35293.0,40.38,8.3,3.11,1.24,1.88,1927.0,"['Mystery', 'Young Adult', 'Classics', 'Adventure']",4
244,253,Where the Forest Meets the Stars,Glendy Vanderah,86842.0,52.13,9.05,2.3,0.68,1.62,2019.0,"['Contemporary', 'Mystery', 'Romance', 'Fantasy']",4
245,254,Summoning,Kelley Armstrong,79219.0,46.1,8.94,2.67,0.67,2.0,2008.0,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance']",4
246,255,The Burial Hour,Jeffery Deaver,125890.0,50.72,8.13,3.05,1.1,1.95,2017.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
247,256,The Hades Factor,Robert Ludlum,129508.0,49.03,7.48,2.96,1.14,1.82,2000.0,"['Thriller', 'Mystery', 'Suspense', 'Adventure']",4
248,257,Demon Lord of Karanda,David Eddings,123559.0,53.53,7.38,4.03,1.86,2.17,1988.0,"['Young Adult', 'Adventure', 'Fantasy', 'Science Fiction']",4
249,258,Project Hail Mary,Andy Weir,149482.0,50.66,8.85,3.12,1.02,2.1,2021.0,"['Science Fiction', 'Fantasy', 'Adult', 'Thriller']",4
250,259,A Good Chance,Ali Vali,90241.0,28.54,10.1,2.46,0.59,1.87,2022.0,['Romance'],1
251,260,The Rules Do Not Apply,Ariel Levy,47499.0,48.85,8.42,2.84,0.96,1.88,2017.0,"['Memoir', 'Biography']",2
252,261,Three Contributions to the Theory of Sex,Sigmund Freud,32452.0,25.94,5.88,3.39,1.51,1.89,1905.0,['Classics'],1
253,262,Scorpion,Christian Cantrell,96654.0,47.6,7.58,3.67,1.67,2.0,2021.0,"['Thriller', 'Mystery', 'Science Fiction']",3
254,263,Surfacing,Margaret Atwood,62566.0,75.29,9.16,2.21,0.51,1.7,1972.0,"['Literary Fiction', 'Contemporary', 'Classics']",3
255,264,Flames of Rebellion,Jay Allan,138220.0,32.5,9.16,2.96,1.02,1.95,2018.0,['Science Fiction'],1
256,265,Terminal Uprising,Jim C. Hines,91553.0,66.51,7.12,2.14,0.9,1.25,2019.0,['Science Fiction'],1
257,266,Relativity,Albert Einstein,26127.0,27.03,6.33,3.22,1.37,1.85,1916.0,['Classics'],1
258,267,Saturnalia,Stephanie Feldman,59417.0,76.64,6.84,2.33,0.61,1.72,2022.0,"['Horror', 'Fantasy', 'Adult', 'Science Fiction']",4
259,268,Thursdays at Eight,Debbie Macomber,88264.0,29.95,10.03,3.44,1.34,2.1,2001.0,"['Romance', 'Adult', 'Contemporary']",3
260,269,Firekeeper’s Daughter,Angeline Boulley,129068.0,56.94,6.59,2.22,0.65,1.56,2021.0,"['Thriller', 'Mystery', 'Contemporary', 'Young Adult']",4
261,270,The Sins of the Father,Jeffrey Archer,96249.0,32.54,8.42,2.5,0.83,1.66,2012.0,"['Historical Fiction', 'Mystery', 'Historical', 'Thriller']",4
262,271,The Tinderbox,Lou Diamond Phillips,107119.0,48.62,7.12,4.07,2.16,1.91,2020.0,"['Young Adult', 'Romance', 'Fantasy', 'Science Fiction']",4
263,272,Stranger’s Wife,Anna-Lou Weatherley,77893.0,35.35,10.08,3.75,1.44,2.31,2020.0,"['Thriller', 'Mystery', 'Crime']",3
264,273,Children in the Morning,Anne Emery,105222.0,31.17,9.28,3.01,0.71,2.3,2010.0,['Mystery'],1
265,274,Becoming Kin,Patty Krawec,54359.0,33.81,6.75,2.57,0.76,1.81,2022.0,['History'],1
266,275,London Fields,Martin Amis,178428.0,53.24,7.04,3.76,1.53,2.23,1989.0,"['Mystery', 'Literary Fiction', 'Contemporary']",3
267,276,The Angels Die,Yasmina Khadra,114145.0,50.78,7.93,2.12,0.73,1.39,2013.0,"['Historical Fiction', 'Historical']",2
268,277,Cusp of Night,Mae Clair,78657.0,61.82,7.85,2.11,0.77,1.34,2018.0,"['Mystery', 'Paranormal', 'Thriller', 'Suspense', 'Fantasy', 'Horror']",6
269,278,Uncle Tungsten,Oliver Sacks,88123.0,68.97,6.65,3.4,1.35,2.05,2001.0,"['Memoir', 'Biography', 'History']",3
270,279,Dead Man’s Grave,Neil Lancaster,99691.0,46.0,7.92,3.17,1.32,1.86,2021.0,"['Thriller', 'Mystery', 'Crime']",3
271,280,The Aspect: The Cessastion’s Harbinger,Ajax Lygan,131058.0,56.79,6.2,2.23,0.79,1.44,2021.0,['Fantasy'],1
272,281,I Dream of Mirrors,Chris Kelso,28716.0,55.87,8.11,2.67,0.93,1.74,2019.0,"['Horror', 'Science Fiction']",2
273,282,Nevada,Imogen Binnie,63686.0,40.67,9.78,4.12,1.6,2.53,2013.0,"['Contemporary', 'Adult']",2
274,283,The Man He Never Was,James L. Rubart,86795.0,37.89,8.38,2.8,0.75,2.04,2018.0,"['Contemporary', 'Thriller', 'Mystery', 'Fantasy']",4
275,285,Managing Expectations,Minnie Driver,60545.0,50.71,8.62,3.68,1.56,2.12,2022.0,"['Memoir', 'Biography']",2
276,286,A Gift from Bob,James Bowen,36039.0,40.6,9.38,4.01,1.52,2.49,2014.0,"['Biography', 'Memoir']",2
277,287,"Every You, Every Me",David Levithan,30057.0,25.92,11.67,3.01,0.67,2.34,2011.0,"['Young Adult', 'Mystery', 'Contemporary']",3
278,288,The Devouring Wolf,Natalie C. Parker,53435.0,52.32,8.58,3.17,1.13,2.04,2022.0,"['Fantasy', 'Paranormal', 'Mystery']",3
279,289,Demon Dagger,Russell James,84693.0,55.44,7.62,2.2,0.6,1.6,2022.0,"['Horror', 'Thriller', 'Paranormal']",3
280,290,The Boys from Brazil,Ira Levin,75416.0,48.09,7.56,2.77,1.01,1.75,1976.0,"['Thriller', 'Horror', 'Science Fiction', 'Mystery', 'Historical Fiction', 'Suspense']",6
281,291,Hilarity Ensues,Tucker Max,113642.0,38.54,8.8,3.34,1.28,2.06,2012.0,"['Biography', 'Memoir']",2
282,292,Beauty in Hiding,Robin Patchen,62510.0,43.14,9.86,2.55,0.59,1.96,2019.0,"['Romance', 'Suspense', 'Mystery', 'Thriller']",4
283,293,The Soulmate Equation,Christina Lauren,87779.0,51.51,7.77,3.42,1.65,1.77,2021.0,"['Romance', 'Contemporary', 'Adult']",3
284,294,Dealbreaker,L. X. Beckett,131709.0,52.75,7.64,2.51,1.04,1.48,2021.0,"['Fantasy', 'Science Fiction']",2
285,295,How I Rescued My Brain,David Roland,82550.0,40.4,8.12,2.48,0.75,1.73,2014.0,"['Memoir', 'Biography']",2
286,296,Rival Sisters,Louise Guy,114170.0,29.55,10.82,3.03,0.98,2.05,2020.0,"['Contemporary', 'Romance']",2
287,297,Doors Open,Ian Rankin,91960.0,40.96,9.24,2.82,0.74,2.08,2008.0,"['Mystery', 'Crime', 'Thriller']",3
288,298,Ghost of the Innocent Man,Benjamin Rachlin,111121.0,27.73,8.89,3.46,1.13,2.33,2017.0,"['History', 'Crime', 'Biography']",3
289,299,Blood Water Paint,Joy McCullough,29280.0,53.44,8.98,2.96,0.57,2.39,2018.0,"['Historical Fiction', 'Young Adult', 'Historical']",3
290,300,Nobody’s Child,Victoria Jenkins,71313.0,36.1,9.86,2.68,0.85,1.83,2018.0,"['Mystery', 'Crime', 'Thriller', 'Contemporary', 'Suspense']",5
291,301,One Day at a Time,Danielle Steel,98449.0,32.84,9.78,3.42,1.12,2.3,2009.0,"['Romance', 'Contemporary']",2
292,302,The Last Train to London,Meg Waite Clayton,111830.0,43.19,7.65,2.87,0.95,1.92,2019.0,"['Historical Fiction', 'Historical']",2
293,303,The Fatherland Files,Volker Kutscher,142232.0,41.6,8.91,3.47,1.28,2.19,2012.0,"['Crime', 'Historical Fiction', 'Mystery', 'Thriller']",4
294,304,The King of Crows,Libba Bray,193499.0,52.94,8.01,2.36,0.65,1.71,2020.0,"['Fantasy', 'Historical Fiction', 'Young Adult', 'Paranormal', 'Horror', 'Historical']",6
295,305,Ark Found,Rick Chesler,94120.0,49.49,6.59,3.06,1.01,2.05,2019.0,"['Thriller', 'Adventure', 'Mystery']",3
296,306,Day of Atonement,Faye Kellerman,104606.0,43.95,8.92,2.67,0.68,1.99,1991.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
297,307,The Echo Wife,Sarah Gailey,83097.0,42.21,9.49,2.78,0.93,1.85,2021.0,"['Thriller', 'Mystery', 'Adult', 'Science Fiction']",4
298,308,The Loyal Wife,Natalie Barelli,67315.0,35.01,10.23,3.55,1.04,2.51,2018.0,"['Thriller', 'Mystery', 'Suspense']",3
299,309,The Great Offshore Grounds,Vanessa Veselka,123251.0,60.96,7.9,2.24,0.54,1.69,2020.0,"['Contemporary', 'Literary Fiction']",2
300,310,Scavenger Hunt,Dani Lamia,75624.0,39.42,8.6,3.63,1.36,2.27,2020.0,"['Thriller', 'Mystery']",2
301,311,Observer,Robert Lanza & Nancy Kress,104276.0,38.92,8.56,3.27,1.24,2.03,2023.0,"['Thriller', 'Fantasy', 'Science Fiction']",3
302,312,Surpassing Certainty,Janet Mock,70798.0,46.26,7.37,2.38,0.76,1.62,2017.0,"['Memoir', 'Biography']",2
303,313,Glimmer,Marjorie B Kellogg,179567.0,61.21,7.06,2.94,0.76,2.18,2021.0,['Science Fiction'],1
304,314,The Mighty Eighth,Gerald Astor,209225.0,42.27,5.76,2.54,1.0,1.54,1997.0,['History'],1
305,316,The Terminal Experiment,Robert J. Sawyer,82287.0,36.55,8.78,3.37,1.33,2.04,1995.0,"['Science Fiction', 'Mystery', 'Thriller']",3
306,317,A Fistful of Frost,Rebecca Chastain,137049.0,63.18,6.22,2.1,0.65,1.45,2018.0,"['Fantasy', 'Paranormal']",2
307,318,A Nantucket Christmas,Nancy Thayer,37418.0,76.06,7.38,2.96,1.08,1.88,2013.0,"['Romance', 'Contemporary']",2
308,320,The Brass Queen,Elizabeth Chatsworth,111610.0,77.4,6.35,2.52,1.09,1.43,2021.0,"['Fantasy', 'Historical Fiction', 'Romance', 'Historical', 'Science Fiction']",5
309,321,All the Ways We Said Goodbye,"Beatriz Williams, Lauren Willig & Karen White",132208.0,50.51,8.31,3.26,1.19,2.07,2020.0,"['Historical Fiction', 'Historical', 'Romance']",3
310,322,Star Warrior,Isaac Hooke,147950.0,47.67,7.23,3.48,1.43,2.05,2017.0,"['Science Fiction', 'Young Adult', 'Fantasy']",3
311,323,Survive the Chaos,Grace Hamilton,85554.0,42.7,9.38,2.7,0.99,1.71,2019.0,['Science Fiction'],1
312,324,Blood Meridian,Cormac McCarthy,116433.0,77.99,4.25,1.77,0.46,1.31,1985.0,"['Historical Fiction', 'Classics', 'Horror']",3
313,325,Sand and Shadow,Laurisa White Reyes,69244.0,46.65,7.91,2.8,0.91,1.89,2021.0,"['Horror', 'Science Fiction']",2
314,326,If a Pirate I Must Be,Richard Sanders,75658.0,44.76,6.14,2.7,1.16,1.54,2007.0,"['History', 'Biography', 'Historical', 'Adventure']",4
315,327,Inspection,Josh Malerman,105459.0,45.85,7.58,3.08,0.84,2.25,2019.0,"['Horror', 'Thriller', 'Mystery', 'Science Fiction']",4
316,328,Wildlife,Jeff Menapace,46256.0,45.76,6.96,3.15,0.92,2.24,2015.0,"['Thriller', 'Mystery', 'Suspense', 'Horror']",4
317,329,Mother Loves Me,Abby Davies,80111.0,60.34,7.55,2.72,0.8,1.92,2020.0,"['Thriller', 'Mystery', 'Crime', 'Horror']",4
318,330,The Last Policeman,Ben H. Winters,72781.0,56.11,7.13,3.02,1.3,1.72,2012.0,"['Thriller', 'Mystery', 'Crime', 'Science Fiction']",4
319,332,Mother of All Secrets,Kathleen M. Willett,82759.0,32.32,10.43,4.63,2.03,2.6,2022.0,"['Thriller', 'Mystery', 'Suspense']",3
320,333,Murder on Cold Street,Sherry Thomas,107994.0,35.96,8.64,3.61,1.32,2.29,2020.0,"['Mystery', 'Historical Fiction', 'Historical', 'Romance']",4
321,334,Ninth House,Leigh Bardugo,140048.0,57.66,8.76,2.31,0.75,1.56,2019.0,"['Fantasy', 'Mystery', 'Adult', 'Horror', 'Paranormal']",5
322,335,No Man’s Land,Wendy Moore,103744.0,42.33,5.91,2.96,1.3,1.66,2020.0,"['History', 'Biography']",2
323,336,The 99 Boyfriends of Micah Summers,Adam Sass,81897.0,64.33,7.35,3.25,1.26,2.0,2022.0,"['Romance', 'Young Adult', 'Contemporary']",3
324,337,Seven Deaths of an Empire,G. R. Matthews,160461.0,51.39,6.84,1.69,0.34,1.34,2021.0,"['Fantasy', 'Adult', 'Science Fiction']",3
325,338,Painted in Blood,Ilaria Tuti,131229.0,49.36,8.83,3.17,1.0,2.17,2019.0,"['Thriller', 'Mystery', 'Crime']",3
326,339,Vasilisa,M. L. Farb,68454.0,69.19,6.59,2.11,0.3,1.81,2020.0,"['Fantasy', 'Romance', 'Young Adult']",3
327,340,Fifth Sun,Camilla Townsend,88967.0,33.0,7.27,3.37,1.4,1.97,2019.0,"['History', 'Historical']",2
328,341,Holy Fire,Bruce Sterling,108299.0,56.1,8.8,4.19,1.75,2.44,1996.0,"['Fantasy', 'Science Fiction']",2
329,342,The Cabinet of Curiosities,Douglas Preston & Lincoln Child,149713.0,58.46,7.1,3.38,1.42,1.96,2002.0,"['Thriller', 'Mystery', 'Crime', 'Suspense', 'Horror']",5
330,343,Blood of Troy,Claire Andrews,124913.0,71.13,5.93,2.53,0.89,1.64,2022.0,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Romance']",4
331,344,The Map and the Territory,Michel Houellebecq,91280.0,40.74,7.24,4.19,2.01,2.18,2010.0,['Contemporary'],1
332,345,Small Mercies,Alex Walters,85192.0,25.95,11.16,3.95,1.78,2.17,2020.0,"['Mystery', 'Crime', 'Thriller']",3
333,346,Golgotha,Angela R. Watts,84912.0,54.74,8.32,2.3,0.85,1.45,2021.0,['Fantasy'],1
334,347,The Attempted Murder of Teddy Roosevelt,Burt Solomon,91496.0,46.83,8.14,2.6,0.81,1.8,2019.0,"['Mystery', 'Historical Fiction', 'Historical']",3
335,348,The Good Son,Jacquelyn Mitchard,106154.0,41.6,8.99,3.43,1.05,2.38,2022.0,"['Thriller', 'Mystery', 'Contemporary', 'Suspense']",4
336,349,The Outsider,Stephen King,165914.0,44.2,9.0,2.62,0.76,1.85,2018.0,"['Thriller', 'Mystery', 'Crime', 'Horror']",4
337,350,Fade To Black,Heather Graham,83831.0,31.29,10.9,3.66,1.45,2.21,2018.0,"['Paranormal', 'Mystery', 'Romance']",3
338,352,While We Were Dating,Jasmine Guillory,98270.0,30.88,9.83,3.77,1.03,2.73,2021.0,"['Romance', 'Contemporary', 'Adult']",3
339,354,Halo: Retribution,Troy Denning,89118.0,46.7,7.67,2.72,0.83,1.89,2017.0,['Science Fiction'],1
340,355,Bid Time Return,Richard Matheson,88537.0,45.5,8.05,3.64,1.33,2.31,1975.0,"['Romance', 'Fantasy', 'Science Fiction', 'Historical Fiction', 'Historical']",5
341,356,Bow Before the Elf Queen,J. M. Kearl,137145.0,58.68,7.96,2.66,0.91,1.75,2022.0,"['Fantasy', 'Romance', 'Adult']",3
342,357,I Don’t Want To Kill You,Dan Wells,81052.0,38.91,9.13,3.52,1.34,2.18,2011.0,"['Horror', 'Young Adult', 'Thriller', 'Fantasy', 'Mystery', 'Paranormal']",6
343,358,All the King’s Traitors,Keylin Rivers,93342.0,51.46,7.58,2.89,1.24,1.66,2019.0,"['Fantasy', 'Young Adult', 'Science Fiction']",3
344,359,ReDawn,Brandon Sanderson & Janci Patterson,61272.0,34.31,9.63,2.62,0.88,1.73,2021.0,"['Science Fiction', 'Young Adult', 'Fantasy']",3
345,360,Sexual Personae,Camille Paglia,269508.0,55.51,5.62,2.14,1.16,0.98,1990.0,['History'],1
346,361,Jailbird,Kurt Vonnegut,73507.0,34.91,9.39,3.5,1.0,2.5,1979.0,"['Classics', 'Science Fiction']",2
347,362,Museum Of Innocence,Orhan Pamuk,216002.0,40.73,7.53,3.06,0.9,2.17,2008.0,"['Historical Fiction', 'Romance']",2
348,363,The Good Lord Bird,James McBride,131722.0,50.44,6.56,2.09,0.44,1.65,2013.0,"['Historical Fiction', 'Historical']",2
349,364,Swords of Mars,Edgar Rice Burroughs,80065.0,31.38,8.58,3.59,1.31,2.28,1935.0,"['Science Fiction', 'Fantasy', 'Adventure', 'Classics']",4
350,365,Crazy People,Kira Stanley,91865.0,43.31,7.37,3.05,1.09,1.96,2021.0,"['Contemporary', 'Fantasy']",2
351,366,Take Me with You,Tara Altebrando,76459.0,36.4,8.9,3.41,0.99,2.41,2020.0,"['Thriller', 'Mystery', 'Contemporary', 'Young Adult', 'Suspense', 'Science Fiction']",6
352,367,This Terrible Beauty,Katrin Schumann,106809.0,59.56,7.7,2.94,0.92,2.02,2020.0,"['Historical Fiction', 'Historical']",2
353,368,Frankenstein: Dead and Alive,Dean Koontz,68545.0,54.01,7.51,2.68,0.91,1.77,2009.0,"['Horror', 'Fantasy', 'Thriller', 'Science Fiction', 'Mystery', 'Suspense']",6
354,369,Cult of the Dead Cow,Joseph Menn,70852.0,24.83,5.93,2.48,0.97,1.51,2019.0,['History'],1
355,370,The Boy in the Photo,Nicole Trope,87795.0,35.12,10.51,3.22,0.95,2.27,2019.0,"['Thriller', 'Mystery', 'Contemporary', 'Suspense']",4
356,371,First Impressions,Nora Roberts,62558.0,46.15,8.01,3.03,1.21,1.82,1984.0,"['Romance', 'Contemporary']",2
357,372,Stowaway,John David Anderson,85157.0,50.47,7.68,2.93,1.06,1.86,2021.0,"['Science Fiction', 'Adventure']",2
358,373,Salvation,Peter F. Hamilton,169491.0,50.34,8.16,3.11,1.29,1.81,2018.0,['Science Fiction'],1
359,374,Remarkably Bright Creatures,Shelby Van Pelt,97967.0,70.15,7.26,3.28,1.12,2.16,2022.0,"['Contemporary', 'Mystery', 'Literary Fiction']",3
360,375,Tears Of The Moon,Nora Roberts,101928.0,47.4,9.47,3.02,0.62,2.39,2000.0,"['Romance', 'Fantasy', 'Contemporary', 'Paranormal']",4
361,376,Everything Under,Daisy Johnson,66289.0,65.66,8.23,2.26,0.62,1.64,2018.0,"['Contemporary', 'Literary Fiction', 'Fantasy']",3
362,377,Live Right and Find Happiness,Dave Barry,37655.0,40.7,8.48,3.69,1.71,1.98,2015.0,['Memoir'],1
363,378,Give Love a Chai,Nanxi Wen,86273.0,39.5,8.28,3.35,1.4,1.95,2021.0,"['Romance', 'Contemporary', 'Adult']",3
